,property_class,property_status,address,neighborhood,location,latitude_pinpoint,longitude_pinpoint,year_of_acquisition,latitude_street,longitude_street,frontview_heading,panoids_years
208,Residential Improved,Reserved,"4030 AGNES AVE,KANSAS CITY, MO 64130",Oak Park Southwest,"4030 AGNES AVE,KANSAS CITY, MO 64130,(39.052299, -94.549173),geocode,(39.0523196, -94.5494482)",39.0523196,-94.5494482,2013,39.052299,-94.549173,90,"{2007: 'KvO5wVpJF2MIw1ehLUprwA', 2011: 'rmr46NtHxPz6VpTRKt31eQ', 2012: 'OvWPjmhT_IEzOCZ0t9UJEA', 2013: 'vK-C_MQYQPzkz8dhOskCYw', 2019: 'rYRNDLULTlt21XGjMRpC2A'}"
209,Residential Improved,Disposed,"1614 Cambridge Ave,Kansas City, MO 64126",East Blue Valley,"1614 Cambridge Ave,Kansas City, MO 64126,(39.091341, -94.502329),geocode,(39.0913379, -94.50257330000001)",39.0913379,-94.5025733,2013,39.091341,-94.502329,90,"{2011: '44UCXXms3i3LAlcJ_Rf9lg', 2014: '5L6q-ixUqZENWI5fOFPI9A', 2019: 'js6M8MhtWsPCsRE-TbZVeQ'}"
210,Residential Improved,Disposed,"3117 Brooklyn Ave,Kansas City, MO 64109",Key Coalition,"3117 Brooklyn Ave,Kansas City, MO 64109,(39.06912, -94.557518),geocode,(39.069199, -94.5572243)",39.069199,-94.5572243,2013,39.06912,-94.557518,90,"{2007: '0HP-ZJcvED1ghMFUKVjuUg', 2011: '324WftCmC7Sk7F9-lc26UA', 2012: 'qK9fuaK8qDA8Kj2KYjdKgQ', 2014: '7VJQRzcyC5LaFQoc3s1Zrw', 2015: 'uSY75zl-mXVEBCO4GaHuaQ', 2016: '6keHAm627FUGz4TGSZOIQQ', 2019: 'np-34gazBlrMrs-818Sxbw', 2021: 'gEaoc6HM0wRlf-HbkXvKcQ'}"
211,Residential Improved,Disposed,"6210 E 15TH TER,Kansas City, MO 64126",East Blue Valley,"6210 E 15TH TER,Kansas City, MO 64126,(39.09291, -94.509668),geocode,(39.0930932, -94.50969860000001)",39.0930932,-94.5096986,2014,39.09291,-94.509668,180,"{2008: 'emJHVi4Y6kIXLSLFTMqzQQ', 2011: 'jYh7verrEW_f9HZsaxvWqg', 2014: 'xKC6YhTynpjrDhnZ935VgA', 2019: 'GvnmcAXIP82f0xw4bQ24QA'}"
212,Residential Improved,Disposed,"2616 Spruce Ave,Kansas City, MO 64127",East Community Team South,"2616 Spruce Ave,Kansas City, MO 64127,(39.077646, -94.532976),geocode,(39.0776057, -94.5332146)",39.0776057,-94.5332146,2013,39.077646,-94.532976,90,"{2007: 'h6bg6tBKi0Fdxgi1x0qhVw', 2011: 'Crxjlv9BdIxTD3jDxrzZmg', 2013: 'tM3rCK7IGNRWMYcncilX3A', 2014: 'X6sfQoPKYUxDSx94jQSwWg', 2019: 'asUuthg9vH-Czt8DyMDmuA'}"
213,Residential Improved,Disposed,"6835 SOUTH BENTON AVE,Kansas City, MO 64129",Self Help Neighborhood Council,"6835 SOUTH BENTON AVE,Kansas City, MO 64129,(39.002039, -94.553209),geocode,(39.0020597, -94.5530037)",39.0020597,-94.5530037,2015,39.002039,-94.553209,90,"{2007: 'DL2w_JrUG-pM03gnw1x4kw', 2011: 'quGhPUuHxzRawAMtiXcKig', 2019: 'wQIQLw_AY4_vtaEX0xbtTA'}"
214,Residential Improved,Disposed,"2223 CHELSEA AVE,KANSAS CITY, MO 64127",East Community Team North,"2223 CHELSEA AVE,KANSAS CITY, MO 64127,(39.084479, -94.526548),geocode,(39.0844512, -94.52632779999999)",39.0844512,-94.5263278,2013,39.084479,-94.526548,90,"{2008: 'pOm7N0jG4UANympQbGH-Ig', 2011: '1Ph7w2XiCq1N7rjgcJ9O6A', 2014: 'oUWOWWEle911ugEZkcObhA', 2019: 'pr6J5624rlYv5rZtc4FtvA'}"
215,Residential Improved,Disposed,"3829 Agnes Ave,Kansas City, MO 64128",Oak Park Northwest,"3829 Agnes Ave,Kansas City, MO 64128,(39.055917, -94.548946),geocode,(39.0558837, -94.5486827)",39.0558837,-94.5486827,2013,39.055917,-94.548946,90,"{2007: 'Avt-gROZyvwRFcYQTm8_dA', 2011: '67dQlKwQiTQODkpbHeBUdQ', 2014: 'sB7unCAfYzsr7be_mP8K7Q', 2019: '_4vlP9tfQAwSppnMCBNWjg', 2021: '7v2Xi-2yWqf_2t8AJCvtPw'}"
216,Residential Improved,Disposed,"2322 Jackson,Kansas City, MO 64127",East Community Team South,"2322 Jackson,Kansas City, MO 64127,(39.082839, -94.53378),geocode,(39.0828391, -94.5341308)",39.0828391,-94.5341308,2014,39.082839,-94.53378,90,"{2007: 'mS03oHbxD99IQzXyqsSLww', 2011: 'hUv9bOYAnhsRluiMeCmfOA', 2014: 'p9Ninq6jmfbh_LaIvKRFeQ', 2015: '-7vPQAqooXA2v4Cz96TPPg', 2019: 'AFbTwFx2HGZj_vTTC3vNgQ', 2021: '801UDMnDAF0Igm5Bv4Tpxw'}"
217,Residential Improved,Disposed,"2611 CYPRESS AVE,KANSAS CITY, MO 64127",East Community Team South,"2611 CYPRESS AVE,KANSAS CITY, MO 64127,(39.077828, -94.530884),geocode,(39.0777884, -94.53059669999999)",39.0777884,-94.5305967,2016,39.077828,-94.530884,90,"{2007: 'bXBkGVcbU2MikGZESXCPyw', 2011: '8-DxsjUChcg5gUc4jdZF5Q', 2014: '_6Tx_0ui7GUeCGauiVn9kA', 2019: '1dRT21j4ABbjByeT4DSeXQ', 2021: 'RTRm4GP66-GHDG9PR_X0jQ'}"
218,Residential Improved,Disposed,"3023 CYPRESS AVE,KANSAS CITY, MO 64128",Knoches Park,"3023 CYPRESS AVE,KANSAS CITY, MO 64128,(39.070076, -94.530727),geocode,(39.0701548, -94.5305564)",39.0701548,-94.5305564,2013,39.070076,-94.530727,90,"{2007: 'RDI-hXbj18bkbABeSP17Ow', 2011: 'dMlCB14-Mp_alTNwKBQmMw', 2014: 'GZ-WOyJI_6o-z_dE7NcA7w', 2015: 'uesYM1sTjTAJAzJkjKdOxw', 2019: 'BOQ3CnV91MAHYcyqmxuqOw'}"
219,Residential Improved,Disposed,"2412 Denver Ave,Kansas City, MO 64127",East Community Team South,"2412 Denver Ave,Kansas City, MO 64127,(39.081198, -94.522314),geocode,(39.0811852, -94.5225828)",39.0811852,-94.5225828,2013,39.081198,-94.522314,90,"{2008: '7VesUovbalHWgwoLfXOVfQ', 2011: 'irkXM5I9lK8j0HUV2HwZ3w', 2014: 'FHujQh5HZMB1mxU7qZHHYw', 2019: 'IIN2HiSrMod7A0a75FshHA'}"
220,Residential Improved,Disposed,"3423 E 24TH ST,Kansas City, MO 64127",Washington Wheatley,"3423 E 24TH ST,Kansas City, MO 64127,(39.082834, -94.54173),geocode,(39.0826328, -94.541794)",39.0826328,-94.541794,2015,39.082834,-94.54173,180,"{2007: 'BPuLUGMhWkqsgRJmEl6-ww', 2011: 'Q2EFdyi2Tvhe6Lhb1L_7Kw', 2019: 'dOer7zP12NbgH7b_Fgesnw'}"
221,Residential Improved,Disposed,"5700 BROOKLYN AVE,KANSAS CITY, MO 64130",Blue Hills,"5700 BROOKLYN AVE,KANSAS CITY, MO 64130,(39.02289, -94.560082),geocode,(39.0229635, -94.560327)",39.0229635,-94.560327,2013,39.02289,-94.560082,90,"{2007: 'mfk4e8XgAlszwsS-2-AvCQ', 2011: 'TyOJo2WEYu6jX3VfKum6ZA', 2014: 'FuFQf5r6foBdPuurxOdTJQ', 2019: 'AVoQJpWT5afOBEjDgeB0rA', 2021: 'uKeelB1CVV4odfW8NvkyCg'}"
222,Residential Improved,Disposed,"2623 BALES AVE,KANSAS CITY, MO 64127",Washington Wheatley,"2623 BALES AVE,KANSAS CITY, MO 64127,(39.077632, -94.54209),geocode,(39.0776364, -94.54183429999999)",39.0776364,-94.5418343,2013,39.077632,-94.54209,90,"{2007: 'uEW6r7s9sFeuOlq25b-e-Q', 2011: 'b7o7xY0gz72fXfbZQHtzrQ', 2019: 'qLsxWmFfQ7iV2xkdY_RGrw'}"
223,Residential Improved,Disposed,"2508  CHELSEA AVE,Kansas City, MO 64127",East Community Team South,"2508  CHELSEA AVE,Kansas City, MO 64127,(39.079582, -94.52667),geocode,(39.0795143, -94.5269319)",39.0795143,-94.5269319,2014,39.079582,-94.52667,90,"{2008: 'KuMrVtJ5NiyUatEVBbVioQ', 2011: '8z49UErIwO7cJMEJNh1hgQ', 2014: 'CexmuqsSmML568iesj50sg', 2019: 'ECLaO6ySSS99iOFRtib3HA'}"
224,Residential Improved,Disposed,"2508 MYRTLE AVE,KANSAS CITY, MO 64127",East Community Team South,"2508 MYRTLE AVE,KANSAS CITY, MO 64127,(39.079784, -94.536238),geocode,(39.0797938, -94.536477)",39.0797938,-94.536477,2016,39.079784,-94.536238,90,"{2007: 'WtNhu8qF8IynZPrshwG1Zw', 2011: '6OpbyAPsRJh9ZaHDhvhDlg', 2014: 'DmD3khpSYj0Jewe8_dWzvA', 2019: 'e_bRe36j6rpcAYw8CZw1Cw'}"
225,Residential Improved,Disposed,"1516 FREMONT AVE,KANSAS CITY, MO 64126",East Blue Valley,"1516 FREMONT AVE,KANSAS CITY, MO 64126,(39.093169, -94.507894),geocode,(39.0932366, -94.5080883)",39.0932366,-94.5080883,2016,39.093169,-94.507894,90,"{2008: 'ZNeq3mgjhTR_JqZlm1CcKw', 2011: 'cPAfmxDN_ThpEx3aaN0nLw', 2014: '3nECAwzulWIiq549_nqSig', 2019: 'puIP4Oh2mCjyJpI60dM0mQ'}"
226,Residential Improved,Disposed,"3307 COLLEGE AVE,KANSAS CITY, MO 64128",Oak Park Northwest,"3307 COLLEGE AVE,KANSAS CITY, MO 64128,(39.065729, -94.544974),geocode,(39.065705, -94.54473469999999)",39.065705,-94.5447347,2013,39.065729,-94.544974,90,"{2007: 'rJmc8CAhDQnP3XDBunh1Sw', 2011: '9kRUKwWtnHP-Jy6-9Wc59Q', 2014: 'vLQL4hsXSoCQAckZhchwuw', 2019: 'Qwe-lKrRhSjCBr-K0-P_Lw'}"
227,Residential Improved,Disposed,"3215 E 27thST,Kansas City, MO 64128",Santa Fe,"3215 E 27thST,Kansas City, MO 64128,(39.076845, -94.545122),geocode,(39.0766098, -94.5452584)",39.0766098,-94.5452584,2015,39.076845,-94.545122,180,"{2007: 'xYtA_avwtHs2KbhqnYdheQ', 2011: '1hTAkDyFTm2ORvtN-23aYg', 2014: '6Tw_Pg2blcHtyknrgLgUFQ', 2015: '9mm_LeTRfIOlCJz4fFMMvQ', 2016: 'zAjIKevQeyUPKLDHK5JU0g', 2019: '-o8ixxydYnln8B-ZkD_dvw', 2021: 'PT8HNZx93wFqKr4x-6G0xg'}"
228,Residential Improved,Disposed,"3803 BENTON BLVD,Kansas City, MO 64130",Oak Park Northwest,"3803 BENTON BLVD,Kansas City, MO 64130,(39.056827, -94.546636),geocode,(39.0567887, -94.5463058)",39.0567887,-94.5463058,2015,39.056827,-94.546636,90,"{2007: 'efltnU4_gNo7y8HPHNu4zA', 2011: 'fZFUGfXnmJHe_T4lxcEnSA', 2014: 'x2P1iJ3bejpureRUKBXMXg', 2019: '2bcqkF6-LVoWsl2auj9SOA', 2021: 'AmMB12xcLecRqnwwCEExsg'}"
229,Residential Improved,Disposed,"3531 CHESTNUT AVE,KANSAS CITY, MO 64128",Oak Park Northwest,"3531 CHESTNUT AVE,KANSAS CITY, MO 64128,(39.061391, -94.550948),geocode,(39.0613705, -94.5506971)",39.0613705,-94.5506971,2013,39.061391,-94.550948,90,"{2007: 'asGUdCkHcnxHRlEY8ueUeA', 2011: 'SE7kyiMCuo6GHmvy0W-WVg', 2014: 'RShCOpAG7CKwdfBQuG6FJw', 2019: 'GICC7OIvZL2hl-Vmzfj3fg'}"
230,Residential Improved,Disposed,"3525 Spruce,kansas city, MO 64128",Knoches Park,"3525 Spruce,kansas city, MO 64128,(39.060986, -94.5337),geocode,(39.0610236, -94.5334965)",39.0610236,-94.5334965,2015,39.060986,-94.5337,90,"{2011: 'Zv-9ylkuAV0btaAOHMjIXg', 2014: 'FAlmGAIVSRSaU8kOIk4Vsw', 2019: 'cVhGQNodOrX3Cdud-AzNkw'}"
231,Residential Improved,Disposed,"1702 E 41st St,Kansas City, MO 64110-1460",Ivanhoe Southwest,"1702 E 41st St,Kansas City, MO 64110-1460,(39.052186, -94.563898),geocode,(39.0523665, -94.56387319999999)",39.0523665,-94.5638732,2015,39.052186,-94.563898,0,"{2007: 'XhDzwjThmyAfjUs2irxNaA', 2011: 'IddlWBNvXME5p6Fp_UEFVg', 2015: '3h_ZZv6bo0MaPIJquPn4MQ', 2019: '_TWRHZao1rMu0KPTOjnIPA'}"
232,Residential Improved,Disposed,"5600 JAUDON AVE,Kansas City, MO 64128",North Town Fork Creek,"5600 JAUDON AVE,Kansas City, MO 64128,(39.024428, -94.550144),geocode,(39.024443, -94.55043599999999)",39.024443,-94.550436,2015,39.024428,-94.550144,90,"{2007: 'N6T2tfKqTWomeM-tY1B-MA', 2011: '-KCtYGATu8ZvWmVUg3zKjQ', 2019: 'q9L4L-KAfRqkKjsmw05-wA'}"
233,Residential Improved,Disposed,"2418 MONTGALL AVE,KANSAS CITY, MO 64127",Washington Wheatley,"2418 MONTGALL AVE,KANSAS CITY, MO 64127,(39.08223, -94.551066),geocode,(39.0823003, -94.55138199999999)",39.0823003,-94.551382,2013,39.08223,-94.551066,90,"{2007: 'je1Jne9HgZ6MqA9NUUAu0Q', 2011: 'Sw7OMO5sPrreqRc4312MFQ', 2019: 'x1DjQSPRB1z2KOEZHgfd6A', 2021: 'NbprcxnavbiMezTK0nrVJg'}"
234,Residential Improved,Disposed,"3116 E 54TH ST,Kansas City, MO 64130.0",North Town Fork Creek,"3116 E 54TH ST,Kansas City, MO 64130.0,(39.02814, -94.548437),geocode,(39.0283084, -94.54832010000001)",39.0283084,-94.5483201,2015,39.02814,-94.548437,0,"{2007: 'kGzTFJ7HXqZzM11tGEYY2g', 2011: '4HAS-yLqQCcNCoycTy9meg'}"
235,Residential Improved,Disposed,"2637 Garfield Ave,Kansas City, MO 64127",Wendell Phillips,"2637 Garfield Ave,Kansas City, MO 64127,(39.077753, -94.558251),geocode,(39.0777383, -94.5579899)",39.0777383,-94.5579899,2013,39.077753,-94.558251,90,"{2007: 'vSkdk92Kb99yKeALS2IOSw', 2011: 'a5emWPRvvLWR2Ud66lhK4A', 2021: 'tmjunS60sqcdUbkxXQP2qA'}"
236,Residential Improved,Reserved,"3419 SPRUCE AVE,KANSAS CITY, MO 64128",Knoches Park,"3419 SPRUCE AVE,KANSAS CITY, MO 64128,(39.063044, -94.533583),geocode,(39.0630296, -94.5330937)",39.0630296,-94.5330937,2013,39.063044,-94.533583,90,"{2011: 'HFH49cIbfc8ZgatnxbkGbw', 2014: '0zunuaaAzaJ5FaCzpjDAKw', 2019: 'x8h_bbyE1GFZqS2a-HYWrQ', 2021: 'dqpvkH6Xz7cukb_7gxJ-QQ'}"
237,Residential Improved,Disposed,"6630 E 67TH ST,Kansas City, MO 64130",Swope Park Ridge-Winchester,"6630 E 67TH ST,Kansas City, MO 64130,(39.00344, -94.508623),geocode,(39.0036745, -94.50845059999999)",39.0036745,-94.5084506,2015,39.00344,-94.508623,0,"{2008: '3EyHxpWVkzEL9mSDBYC1tA', 2011: 'msiLNipfJRoQ0sd0HmrONA', 2014: 'Iv4bzhiEnCq2-uU6rXq3mA', 2015: 'Zatq5mKPP9JUXmChlDtGVw', 2019: '1GFgDfb9q33StOzQuHE4Rw', 2021: '-Vqt4glI-naL5lw3JQhjww'}"
238,Residential Improved,Disposed,"8037 EUCLID AVE,Kansas City, MO 64124",Marlborough Heights/Marlborough Pride,"8037 EUCLID AVE,Kansas City, MO 64124,(38.980699, -94.5647),geocode,(38.9806397, -94.5644777)",38.9806397,-94.5644777,2015,38.980699,-94.5647,90,"{2011: 'cTUONYoRj3myx1egxZi9Kg', 2014: 'kTaM3CKRvL9PIjoOH2NVqQ', 2019: 'KNafgVAy5u5fk5LJVOW4Xw'}"
239,Residential Improved,Disposed,"4201 E 20th Ter,Kansas City, MO 64127",East Community Team North,"4201 E 20th Ter,Kansas City, MO 64127,(39.086306, -94.533432),geocode,(39.086189, -94.533143)",39.086189,-94.533143,2013,39.086306,-94.533432,90,"{2007: '3Gfd7sMLHxlNsg55xMYNUA', 2011: '7Wmeu2ggKUZTZAzc8sF7Gw', 2014: 'zifgHox-voorHY2MsrnBAQ', 2015: 'pv_B3QjZ60UvNyYGflC0Zw', 2017: 'tF_1FTnwovvb1wNh-2PIzg', 2019: 'UwJAJgBPPHNRdhElrb_R8w'}"
240,Residential Improved,Disposed,"2807 Highland Ave,Kansas City, MO 64109",Mount Hope,"2807 Highland Ave,Kansas City, MO 64109,(39.075369, -94.562985),geocode,(39.0752785, -94.56274479999999)",39.0752785,-94.5627448,2013,39.075369,-94.562985,90,"{2007: '8rZnZf2lPEdUWM-lb2K8IQ', 2011: 'vlvJUAYCYy8YzZ8d9yYltA', 2019: 'TfGicJCMW6zsWvQh1DaOKg', 2021: 'vjYspMI7TXYjkfcpEV7JNA'}"
241,Residential Improved,Disposed,"5833 Jackson Ave,Kansas City, MO 64130",Swope Parkway-Elmwood,"5833 Jackson Ave,Kansas City, MO 64130,(39.019178, -94.537079),geocode,(39.01917230000001, -94.5368496)",39.0191723,-94.5368496,2013,39.019178,-94.537079,90,"{2007: 'xaSrg9XeCdOaKkFsh_Rilw', 2011: 'x17m6Gx-NfVUnA-mqqU1Zw', 2016: 'hMDu4u_XYxeCeuXmlDfknQ', 2019: 'I8bnSscXseq9amoHm4bPxQ'}"
242,Residential Improved,Disposed,"4021 BROOKLYN AVE,KANSAS CITY, MO 64130",Ivanhoe Southeast,"4021 BROOKLYN AVE,KANSAS CITY, MO 64130,(39.053028, -94.558399),geocode,(39.0529976, -94.5581108)",39.0529976,-94.5581108,2013,39.053028,-94.558399,90,"{2007: 'dODUucu_eCYXwc7xX8JkTA', 2011: 'JQobKCF2UrSKDtO9EHjvMQ', 2019: '3hl1jM2F6nzPSInL8WDUWg'}"
243,Residential Improved,Disposed,"5811 E 16TH ST,KANSAS CITY, MO 64126",West Blue Valley,"5811 E 16TH ST,KANSAS CITY, MO 64126,(39.092143, -94.514083),geocode,(39.0919477, -94.51412719999999)",39.0919477,-94.5141272,2013,39.092143,-94.514083,180,"{2008: 'xRuOmxfQJQBTf9YRv8EzGQ', 2011: 'ZdLJ_D6BmifFstO9zHwceA', 2014: 'x4fhR6sJgRHoKcMXpxNlLQ', 2019: 'DHApRBJngFFkJStmW1pQ-g'}"
244,Residential Improved,Disposed,"5401  THOMPSON AVE,Kansas City, MO 64123",South Indian Mound,"5401  THOMPSON AVE,Kansas City, MO 64123,(39.107039, -94.51884),geocode,(39.1069083, -94.518838)",39.1069083,-94.518838,2014,39.107039,-94.51884,0,"{2007: 'os1rCt39DJ883S3PlUiGog', 2011: 'mw1fuurgnjd084nli9BjSA', 2013: 'zLKTCyTp3AfFwyqU85hYKg', 2014: 'sI0QOwHEDA7teEywGTRQTw', 2016: 'MqR9RWRkvjz-1G3aOM7DaQ', 2018: '3esf0YVfubvqqMNKmMFbig', 2019: '8OwL-Jhk11RpCgStskY-Jg', 2021: 'vxhifixn0VkqBflpLJCGjg'}"
245,Residential Improved,Reserved,"1102 Ewing Ave,KANSAS CITY, MO 64126",Sheffield,"1102 Ewing Ave,KANSAS CITY, MO 64126,(39.098389, -94.503076),geocode,(39.0983842, -94.50330790000001)",39.0983842,-94.5033079,2019,39.098389,-94.503076,90,"{2008: 'E6puP5tVtjy7Xgmaaiz9RA', 2011: 'KmTwf8E57Lz44AeXXV2Xdg', 2014: 'BIIKPP0913Z0KUpxCWD4iQ', 2017: 'P22Ee5SQSTweOSokImR3CA', 2019: 'JknavFNp0jZEWBuSCwOMQg'}"
246,Residential Improved,Disposed,"2941 Indiana Ave,Kansas City, MO 64128",Ingleside,"2941 Indiana Ave,Kansas City, MO 64128,(39.071653, -94.543537),geocode,(39.0716929, -94.54324419999999)",39.0716929,-94.5432442,2013,39.071653,-94.543537,90,"{2007: '4oleTsdT9JwZ9Fxs6pHAXQ', 2011: 'eqxvTPMy0iamo0uhkTT77g', 2014: 'RSksep9uj2K8b69N7h10zw', 2019: 'AgJXZzbnEv9LrbymcTzuBA', 2021: 'YXVXv31Ej615laQVhTs3GA'}"
247,Residential Improved,Disposed,"3708 E 93RD ST,KANSAS CITY, MO 64132",Hidden Valley,"3708 E 93RD ST,KANSAS CITY, MO 64132,(38.957631, -94.545606),geocode,(38.9578652, -94.5455404)",38.9578652,-94.5455404,2013,38.957631,-94.545606,0,"{2008: 'fV_Yy3X_R8gSdAc_IVVBxw', 2011: 'PsQi8HGxkg_ccsHmr01-cg', 2014: 'zEdR-MJdzVea3tmLUt7f4w', 2019: 'FWjRS828BX2YnWNGM8beog'}"
248,Residential Improved,Disposed,"4117 E 11th ST,KANSAS CITY, MO 64126",Lykins,"4117 E 11th ST,KANSAS CITY, MO 64126,(39.09941, -94.533672),geocode,(39.0992061, -94.53373680000001)",39.0992061,-94.5337368,2018,39.09941,-94.533672,180,"{2008: 'janh-bOAeuAQDYOcF8IGyQ', 2011: 'nagidGOOspyk48i6L-Njfw', 2015: 'O1miPnQA-8q2DSS040qbLg', 2019: 'qDRDwRkbtJxzw21sruKU4g'}"
249,Residential Improved,Disposed,"4022 KENSINGTON AVE,KANSAS CITY, MO 64130",Vineyard Northwest,"4022 KENSINGTON AVE,KANSAS CITY, MO 64130,(39.052008, -94.533),geocode,(39.0519754, -94.5332146)",39.0519754,-94.5332146,2013,39.052008,-94.533,90,"{2007: 'u-h0v1aMuZUseCdxgum7Bg', 2011: 'w5Vcfu-2zf2BjPXDuypOQw', 2014: 'lT9DlmrU5LopBerAJOQ3vQ', 2018: 'J7VLMYcGrTU3CpMLY3F5CA', 2019: 'O2UCKZ9GtvYWRXBrq7Ud-Q'}"
250,Residential Improved,Disposed,"4517 Montgall Ave,Kansas City, MO 64130",Oak Park Southwest,"4517 Montgall Ave,Kansas City, MO 64130,(39.043934, -94.553045),geocode,(39.0439418, -94.5527922)",39.0439418,-94.5527922,2013,39.043934,-94.553045,90,"{2007: 'F9DvR_PGzp_tHc8ncQH8_A', 2011: 'O1ZeMj0D0IZGxkngutTa7g', 2014: '89gSjG3y-zK9RxCigFMVEw', 2019: 'EdAW3-SEzvJfdejpzh6UyQ'}"
251,Residential Improved,Disposed,"4442 MYRTLE AVE,Kansas City, MO 64130",Vineyard Northwest,"4442 MYRTLE AVE,Kansas City, MO 64130,(39.044292, -94.538024),geocode,(39.0442726, -94.5382795)",39.0442726,-94.5382795,2014,39.044292,-94.538024,90,"{2007: 'TZYHDD8RCLSJ1g6llRgGZw', 2011: 'EdgZJqNVgyvg813cQw3oLg', 2014: 'XFrmXID1240g5OG2a7tlgQ', 2019: 'F8QjmqalvCte-XDRYqjPWA'}"
252,Residential Improved,Disposed,"4523  CHESTNUT AVE,Kansas City, MO 64130",Oak Park Southwest,"4523  CHESTNUT AVE,Kansas City, MO 64130,(39.043762, -94.551927),geocode,(39.0437388, -94.55174459999999)",39.0437388,-94.5517446,2014,39.043762,-94.551927,90,"{2007: 'I68f57tAFGynS4x75ARiWw', 2011: 'G4e2pYu5pV0HVbdUCcLkXQ', 2019: 'yPiFLFEOPueATDOWkOjgyA'}"
253,Residential Improved,Disposed,"5502 OLIVE ST,KANSAS CITY, MO 64130",Blue Hills,"5502 OLIVE ST,KANSAS CITY, MO 64130,(39.026341, -94.557533),geocode,(39.0263937, -94.5578287)",39.0263937,-94.5578287,2013,39.026341,-94.557533,90,"{2007: 'k4BgqTFOge7E8qUTMbpWRQ', 2011: 'Qvn7z31WcSAl9ErW5_FP2g', 2014: 'uUoyFc6bcqJUpBfxYBpLbw', 2019: 'li_auysR8HsKmDPitXz2ag', 2021: '6HptA7h0mzogF5DVbNaeug'}"
254,Residential Improved,Disposed,"1519 OAKLEY AVE,Kansas City, MO 64132",West Blue Valley,"1519 OAKLEY AVE,Kansas City, MO 64132,(39.093165, -94.517085),geocode,(39.0931833, -94.5168248)",39.0931833,-94.5168248,2015,39.093165,-94.517085,90,"{2008: 'vDIcfO8-0RW0zL62q-5J5w', 2011: 'zXdaVn3AH4J9UGsheLyX3w', 2014: 'XSp7GoklKjDPlOvLV9wJ-w', 2019: 'bT1-5SaKGfTTEIjnAOz2NQ'}"
255,Residential Improved,Disposed,"726 BENNINGTON AVE,KANSAS CITY, MO 64125",Sheffield,"726 BENNINGTON AVE,KANSAS CITY, MO 64125,(39.102531, -94.50519),geocode,(39.1024842, -94.5054213)",39.1024842,-94.5054213,2013,39.102531,-94.50519,90,"{2008: '_04ldjOjphYOV4d_jplNjQ', 2009: '7Fa3yPElaR6rxjCqzB2wtA', 2011: 'uANTlxwP76wfWT3a5beIBg', 2012: 'aqbNnXQWtH79miYBfPNcww', 2014: 'Mw919hzKSOmRqqMP8twPUg', 2015: 'Bai-H_Smw2a9XWyjrDSPew', 2016: '80iscqila286GUofQh-pCg', 2017: 'X1dx3r7JNosVD0HX1N_Xdw', 2018: 'NZQ8YtMFkKoQRw-oPcXppQ', 2019: 'qKpNMxPXtZIT-zMa8vKhHQ'}"
256,Residential Improved,Disposed,"4325 FLORA AVE,Kansas City, MO 64110",Ivanhoe Southwest,"4325 FLORA AVE,Kansas City, MO 64110,(39.047709, -94.566811),geocode,(39.047714, -94.5664927)",39.047714,-94.5664927,2015,39.047709,-94.566811,90,"{2007: 'fvIpIB5_HGb_R4uiH3Izeg', 2011: 'ADRuVxriOHZAOKOwGK5dlw', 2017: 'fOqt03DgbD8NxcAK3uFmeA', 2019: 'llkq0clttCYqHph-SNEJ3w'}"
257,Residential Improved,Reserved,"4416 GARFIELD AVE,Kansas City, MO 64130",Ivanhoe Southeast,"4416 GARFIELD AVE,Kansas City, MO 64130,(39.045907, -94.559914),geocode,(39.0460108, -94.5601658)",39.0460108,-94.5601658,2015,39.045907,-94.559914,90,"{2007: 'k98NNtbB2mnXweRMZ-wFWw', 2011: 'e7R5_L4dD5-kflwGVnfnhg', 2014: '9-bTt15yjMTWn6EndRBJYg', 2019: 'J5Np7qNc2IIayNtbvXEWhQ'}"
258,Residential Improved,Disposed,"4316 E 24TH ST,KANSAS CITY, MO 64127",East Community Team South,"4316 E 24TH ST,KANSAS CITY, MO 64127,(39.082221, -94.531888),geocode,(39.08241, -94.53184519999999)",39.08241,-94.5318452,2013,39.082221,-94.531888,0,"{2007: 's2CRfxn8XlVJO8HKjlN2DQ', 2011: 'T7hacWfadnt5A9q06WkZcA', 2014: '1bQU9oscgzDhOnYRxgZxVw', 2019: 'uOESlwB-77x-metiFpM4jQ'}"
259,Residential Improved,Disposed,"1616 LISTER AVE,KANSAS CITY, MO 64127",East Community Team North,"1616 LISTER AVE,KANSAS CITY, MO 64127,(39.091721, -94.526835),geocode,(39.0916912, -94.5270527)",39.0916912,-94.5270527,2016,39.091721,-94.526835,90,"{2007: 'oYg5SICvnU5X4EzRuhJqYA', 2008: 'XJr4kZsm0Rwty-8eQ78pTQ', 2011: 'qjtRuX4bbLGGBj_7fv1cAg', 2014: 'uXDLr-aXt763HT6VYcZ8sg', 2019: 'Q85-BXKQSGvP1KlHoE3vtA'}"
