,property_class,property_status,address,neighborhood,location,latitude_pinpoint,longitude_pinpoint,year_of_acquisition,latitude_street,longitude_street,frontview_heading,panoids_years
908,Residential Improved,Disposed,"1900 POPLAR AVE,KANSAS CITY, MO 64127",East Community Team North,"1900 POPLAR AVE,KANSAS CITY, MO 64127,(39.088335, -94.524897),geocode,(39.0883555, -94.52511969999999)",39.0883555,-94.5251197,2016,39.088335,-94.524897,90,"{2007: 'axWgFzq2jwQXNE1aBO6sYA', 2011: 'jroNXbASBRTiFkGfagyhQg', 2014: 'IuIrApryjHX7FWUTo6K_4A', 2019: 'JcOAfS8p_ggQ0y02IKOFOQ'}"
909,Residential Improved,Reserved,"4634 CHESTNUT AVE,KANSAS CITY, MO 64130",Oak Park Southwest,"4634 CHESTNUT AVE,KANSAS CITY, MO 64130,(39.041468, -94.552038),geocode,(39.0414414, -94.5523087)",39.0414414,-94.5523087,2013,39.041468,-94.552038,90,"{2007: 'hJD7x1kjnmklTUNZ9us-Vg', 2011: 'eV63z3hmY4MnRqTLwJ-KjQ', 2019: 'fBiyiqW46oih3R8Qx4pNQw'}"
910,Residential Improved,Reserved,"2405 E 49th ST,Kansas City, MO 64130",Blue Hills,"2405 E 49th ST,Kansas City, MO 64130,(39.03741, -94.556427),geocode,(39.037213, -94.55655050000001)",39.037213,-94.5565505,2017,39.03741,-94.556427,180,"{2007: 'A9ia-RBN1CMIY-J8dXfGow', 2011: 'ooS3FNi6CRVjNQv_F5k0mQ', 2014: 'Gr7OrA-2Ybtmi074AIBKWQ', 2019: 'aDTGiRSEVrGLcmW8mqeuxA'}"
911,Residential Improved,Disposed,"4015 Myrtle Ave,Kansas City, MO 64130",Vineyard Northwest,"4015 Myrtle Ave,Kansas City, MO 64130,(39.052199, -94.537599),geocode,(39.0522207, -94.53736310000001)",39.0522207,-94.5373631,2013,39.052199,-94.537599,90,"{2007: 'Obx4geVC53De_tFlH0Lf8Q', 2011: 'j0DqUI8nnNC_Vrp7rDvO1Q', 2014: 'gczDIPnctbUYEa0GGjErww', 2019: 'TLsTMArsMsYdzUwuc6To8Q'}"
912,Residential Improved,Reserved,"4612 Chestnut Ave,Kansas City, MO 64130",Oak Park Southwest,"4612 Chestnut Ave,Kansas City, MO 64130,(39.042207, -94.551998),geocode,(39.0421744, -94.5522684)",39.0421744,-94.5522684,2013,39.042207,-94.551998,90,"{2007: 'nbZzXMo4hgqWgghzPlatGQ', 2011: 'fIHQOzgT_5qBSr1dSqZP7w', 2019: 'mi83QQE-l8toeQBe90OigA'}"
913,Residential Improved,Disposed,"538 Blue Ridge Blvd,KANSAS CITY, MO 64125",North Blue Ridge,"538 Blue Ridge Blvd,KANSAS CITY, MO 64125,(39.104146, -94.479084),geocode,(39.1040074, -94.4792719)",39.1040074,-94.4792719,2017,39.104146,-94.479084,90,"{2007: 'lAyUh8scxIpAac1SoLMwTQ', 2008: 'GcXHEnrbOv3BUG2Lk49CHg', 2011: 'ptU367LpFj1KeirsdzZx0w', 2014: 'SO81L0YO1ETalKFT0tsyAg', 2015: 'DStqhhVxJBfjVn2zbuuEpg', 2019: 'ZzzVFClwan7P3MJHxaPlZA', 2021: 'muosqPTDLQHKyvr_1tkKsg'}"
914,Residential Improved,Reserved,"3440 BELLEFONTAINE AVE,KANSAS CITY, MO 64128",Oak Park Northwest,"3440 BELLEFONTAINE AVE,KANSAS CITY, MO 64128,(39.062745, -94.547507),geocode,(39.0627832, -94.5477964)",39.0627832,-94.5477964,2013,39.062745,-94.547507,90,"{2007: '3UsMmCSKQ1p-8GfQ2wC4hQ', 2011: '_fj_3nN_Ia6l-poJa5uk6g', 2014: 'qwvB-N9B25QOJQ96UHdBpw', 2019: 'lpKt9NOtJDm8dpC1FUVjqA'}"
915,Residential Improved,Disposed,"5820 Brooklyn,Kansas City, MO 64130",Blue Hills,"5820 Brooklyn,Kansas City, MO 64130,(39.020259, -94.560251),geocode,(39.0203266, -94.560458)",39.0203266,-94.560458,2015,39.020259,-94.560251,90,"{2007: 'Omtp8damRJfuKKGs1WSIAg', 2011: 'ItzVAuZ12CABYU1whyp9eQ', 2014: '4bu4TFL9FHDNAYP0Z8uJjQ', 2019: '_bgTpIqJLhODN7mzgkBYYA'}"
916,Residential Improved,Disposed,"3532  INDIANA AVE,Kansas City, MO 64128",Oak Park Northwest,"3532  INDIANA AVE,Kansas City, MO 64128,(39.061109, -94.544062),geocode,(39.0611308, -94.5443318)",39.0611308,-94.5443318,2014,39.061109,-94.544062,90,"{2007: 'A8Ol_DFRjI9wCvKGk4eKWg', 2011: 'lSWOf0TSVwstXFLCvMaGhw', 2014: 'hCNs_B0GgaPCAx362bxl7w', 2019: 'osxYwlbT91FqMu0nWf1g5A', 2021: 'Zeu6ipq1qbX86Q0nMpXRrA'}"
917,Residential Improved,Disposed,"3408 Olive St,Kansas City, MO 64109",Key Coalition,"3408 Olive St,Kansas City, MO 64109,(39.064117, -94.555445),geocode,(39.0640988, -94.5557335)",39.0640988,-94.5557335,2013,39.064117,-94.555445,90,"{2007: '3dHuvOH26ENbNSfEHkprFA', 2011: 'EhyjA0aaO37EIxP2xQU69g', 2014: 'tDkIrwYB5ZSDfjWkHAQzjA', 2016: 'm9SxRk3Fg66DVhe9n9PCQA', 2019: 'zIDBrpted1geS0ok6Bz9CQ'}"
918,Residential Improved,Disposed,"4108 CLEVELAND AVE,Kansas City, MO 64130",Oak Park Southeast,"4108 CLEVELAND AVE,Kansas City, MO 64130,(39.050881, -94.539974),geocode,(39.0508877, -94.5403036)",39.0508877,-94.5403036,2015,39.050881,-94.539974,90,"{2007: '4Qq6BAvno275_gXRQxhSpg', 2011: 'IweCKp7QBsrz0HcNW6mtXw', 2014: '3CdspvJzWQiPcsnOafUYcQ', 2016: 'xVNGTGkTRkeWRZaz4ddhyw', 2019: 'Dh-xqQJf8y3oxj90wP_QnQ', 2021: 'G9IPlgD815vuf-NI4sbCvg'}"
919,Residential Improved,Disposed,"5425 E 27TH TER,KANSAS CITY, MO 64128",South Blue Valley,"5425 E 27TH TER,KANSAS CITY, MO 64128,(39.075295, -94.519114),geocode,(39.0751253, -94.51914)",39.0751253,-94.51914,2016,39.075295,-94.519114,180,"{2008: 'yN98BUVpVnMxCXR0CYWiAA', 2011: 'sLzpOOujhOi-RuY9akRTHA', 2014: 'uxbo6yrz9yRFwxEqkbPByA', 2019: 'UQ5mulZjR2X3ekqhvMbcvg'}"
920,Residential Improved,Disposed,"2524 BENTON BLVD,Kansas City, MO 64127",Washington Wheatley,"2524 BENTON BLVD,Kansas City, MO 64127,(39.079631, -94.54889),geocode,(39.0797049, -94.5492064)",39.0797049,-94.5492064,2014,39.079631,-94.54889,90,"{2007: 'lnXszo8_GSyU7I0exAZ4jw', 2011: 'eGpe0xjLTfk6_PxPnG66VA', 2015: 'GfvrKmE9DVCcBwvGQ2O85g', 2016: 'uEtPQY5ac9Mal1NQN3q94g', 2019: 'PceKvAnsr57YPrk8lEx4GA'}"
921,Residential Improved,Disposed,"3700 MONTGALL AVE,KANSAS CITY, MO 64128",Oak Park Northwest,"3700 MONTGALL AVE,KANSAS CITY, MO 64128,(39.058879, -94.552249),geocode,(39.0589001, -94.5525907)",39.0589001,-94.5525907,2013,39.058879,-94.552249,90,"{2007: 'hOHU-l9PEHxbAmhScc7w_w', 2011: 'xrNnfXQ7gF1A897ey2sGQQ', 2014: 'iSfxfnTbyKsbEtBIhl5gUw', 2019: '9CTYq1PgABcc94ia_9nAhQ'}"
922,Residential Improved,Disposed,"5409 NORTON AVE,KANSAS CITY, MO 64130",Swope Parkway-Elmwood,"5409 NORTON AVE,KANSAS CITY, MO 64130,(39.027418, -94.537778),geocode,(39.0273853, -94.5375645)",39.0273853,-94.5375645,2013,39.027418,-94.537778,90,"{2007: 'T5xz2ldkP81PMRiSupB33g', 2011: 'RkSwtfTBOM_xBTc2aN0ayg', 2019: 'TIrtEmU2mhO99zQUM0GpTA'}"
923,Residential Improved,Reserved,"4428 PARK AVE,Kansas City, MO 64130",Ivanhoe Southeast,"4428 PARK AVE,Kansas City, MO 64130,(39.045433, -94.557618),geocode,(39.0454926, -94.5578287)",39.0454926,-94.5578287,2015,39.045433,-94.557618,90,"{2007: '-xeH_ll72S93-UQWwP9MHg', 2011: 'LMKpndAsOPxm_X7PsIMZgw', 2014: 'rGgD5N9LDZrkAvt7BSgRVw', 2019: 'QB1_JsaLNq_ZhCldZmhw8g'}"
924,Residential Improved,Reserved,"3006 E 78TH ST,Kansas City, MO 64132",Marlborough East,"3006 E 78TH ST,Kansas City, MO 64132,(38.985177, -94.552317),geocode,(38.985389, -94.552427)",38.985389,-94.552427,2015,38.985177,-94.552317,180,"{2011: 'NGrXHvN5GiefKw4rXyh6Xg', 2019: 'IgMTFbaVaFKDUXHguH7A-A'}"
925,Residential Improved,Disposed,"1310 Denver Ave,Kansas City, MO 64127",West Blue Valley,"1310 Denver Ave,Kansas City, MO 64127,(39.095785, -94.522153),geocode,(39.0957983, -94.52243179999999)",39.0957983,-94.5224318,2013,39.095785,-94.522153,90,"{2008: 'QaoCWrfneKAxUcmKat9NdQ', 2011: 'V3WDpct3IjawPXFgCLrCMQ', 2014: 'm9odf6KOtlZXlACfaew7OQ', 2015: '_RTVpSj7ocEc5ZPioOT8tA', 2019: 'gGuvsnErXkdQVzUFMJqOSw'}"
926,Residential Improved,Reserved,"3927 Cleveland Ave,Kansas City, MO 64130",Vineyard Northwest,"3927 Cleveland Ave,Kansas City, MO 64130,(39.053884, -94.539835),geocode,(39.0539628, -94.53957849999999)",39.0539628,-94.5395785,2013,39.053884,-94.539835,90,"{2007: 'T8SfLt7aVBFmFnxIzTJ_Fg', 2011: 'bi1culMnklGfQWyVTr0rMg', 2014: 'xluUvXekhNjPGCmoFieGqg', 2016: 'qQBNyhP1NpX4MREcGenPBg', 2019: 'IuQJYW1gs53USMaZXe2JnA', 2021: 'fgwRGRPUcDYeCM_pb-OFXw'}"
927,Residential Improved,Disposed,"2026 INDIANA AVE,Kansas City, MO 64130",Washington Wheatley,"2026 INDIANA AVE,Kansas City, MO 64130,(39.086824, -94.542791),geocode,(39.0868057, -94.543083)",39.0868057,-94.543083,2015,39.086824,-94.542791,90,"{2007: 'dGMLwfe2uhIGLYLuD3-rOQ', 2011: 'H5mL5EfaIpWV6-Pb7_rBDA', 2019: 'wbSiv-cgxwJngRfODOHw-A'}"
928,Residential Improved,Disposed,"8001 COLLEGE AVE,Kansas City, MO 64124",Marlborough East,"8001 COLLEGE AVE,Kansas City, MO 64124,(38.981204, -94.549469),geocode,(38.9811895, -94.5493273)",38.9811895,-94.5493273,2015,38.981204,-94.549469,90,"{2011: 'WXjy5QmVS-YmyY9Sy6BCOQ', 2019: 'knSUa-PGPpqZP21JuyJzgw'}"
929,Residential Improved,Disposed,"8003 COLLEGE AVE,KANSAS CITY, MO 64127",Marlborough East,"8003 COLLEGE AVE,KANSAS CITY, MO 64127,(38.981013, -94.549491),geocode,(38.9809877, -94.54928699999999)",38.9809877,-94.549287,2018,38.981013,-94.549491,90,"{2011: 'uzn6lGJaoAPm6JwAWqhVXw', 2019: 'os2wcF1iaC1BnPV8WXaspA'}"
930,Residential Improved,Disposed,"2544  DENVER AVE,Kansas City, MO 64127",East Community Team South,"2544  DENVER AVE,Kansas City, MO 64127,(39.078141, -94.522491),geocode,(39.0781333, -94.5227438)",39.0781333,-94.5227438,2014,39.078141,-94.522491,90,"{2007: 'UITR8craK2V-UMZ8z6oWCQ', 2011: 'eyNP1IeOkn1ecUF3FgYU3A', 2014: '6a0Bhb7yNrwVSSOkrWs7UA', 2016: 'wXAXdbfs97G-XIAabm0QLg', 2019: 'lR7EQGhUf_12mW0K0ZhgYg'}"
931,Residential Improved,Disposed,"3543 Bellefontaine Ave,Kansas City, MO 64128",Oak Park Northwest,"3543 Bellefontaine Ave,Kansas City, MO 64128,(39.060988, -94.547595),geocode,(39.0610116, -94.5473935)",39.0610116,-94.5473935,2013,39.060988,-94.547595,90,"{2007: 'p8FzNR3NB7IBFCCrHM8R6Q', 2011: 'rxrZO3FzVxjZiCxj9lHjuQ', 2014: 'YNA5Ttdnc8QY7_JVhnaIVg', 2019: 'aNI29EYSZn-joBQw2d9j3A'}"
932,Residential Improved,Disposed,"2900 E 21st St,Kansas City, MO 64127",Washington Wheatley,"2900 E 21st St,Kansas City, MO 64127,(39.08657, -94.548437),geocode,(39.0867612, -94.5484007)",39.0867612,-94.5484007,2013,39.08657,-94.548437,0,"{2007: '8jUEASf0VA5pCj1MSeIxUQ', 2011: '-A80iXBWWKAHZ8L_3Jrc5w', 2019: 'y80zlZ5Kfs9WJq4QDzdT_g'}"
933,Residential Improved,Disposed,"3542 NORTON AVE,KANSAS CITY, MO 64128",Palestine East,"3542 NORTON AVE,KANSAS CITY, MO 64128,(39.060655, -94.536016),geocode,(39.06063290000001, -94.5362353)",39.0606329,-94.5362353,2013,39.060655,-94.536016,90,"{2011: 'JwK_aqUvkq9unE5ECnf4bA', 2014: 'X_rLjcSWC5kaOiEVTtxf_Q'}"
934,Residential Improved,Disposed,"3830 Chestnut Ave,Kansas City, MO 64128",Oak Park Northwest,"3830 Chestnut Ave,Kansas City, MO 64128,(39.056069, -94.551246),geocode,(39.0560567, -94.5515432)",39.0560567,-94.5515432,2013,39.056069,-94.551246,90,"{2011: 'k_7Yt2qRx7_UxJuJq5vPEA', 2019: 'KtQXigJV2mDFN4whv0CM0g'}"
935,Residential Improved,Disposed,"3509 E 67th St,kansas city, MO 64132",Self Help Neighborhood Council,"3509 E 67th St,kansas city, MO 64132,(39.00478, -94.545501),geocode,(39.004598, -94.5455001)",39.004598,-94.5455001,2014,39.00478,-94.545501,0,"{2007: '1-Nf0gRWkh_nF6s330e3hw', 2011: 'UBflBZ8M9h9FCrUZKxvT0w', 2019: '_pejPJvQf8xOSgvedoC2Hg', 2021: 'DHI-zlED3yWX0_Dw0BIgfQ'}"
936,Residential Improved,Disposed,"5749 COLLEGE AVE,Kansas City, MO 64127",North Town Fork Creek,"5749 COLLEGE AVE,Kansas City, MO 64127,(39.020884, -94.547466),geocode,(39.0208626, -94.5472223)",39.0208626,-94.5472223,2015,39.020884,-94.547466,90,"{2007: 'vV2sBYTRvFDNIqvn8foSuQ', 2011: 'i6irU9nEk99h_YxuVuZ00g', 2017: 'YUsMiRMlwWmjYJOhF-1gFw', 2019: '6EQvRD9QYtrny2l9nDDeZw'}"
937,Residential Improved,Disposed,"5001 CHESTNUT AVE,KANSAS CITY, MO 64130",North Town Fork Creek,"5001 CHESTNUT AVE,KANSAS CITY, MO 64130,(39.035364, -94.552339),geocode,(39.035338, -94.5517689)",39.035338,-94.5517689,2013,39.035364,-94.552339,90,"{2007: 'n0wCcYHFBrRDGmK7gQYa9w', 2011: 'vM4hOg7uaio5JcZTKB9Efw', 2019: 'kpBhNukmMzr1usH-OJiSUw'}"
938,Residential Improved,Disposed,"2735 BROOKLYN AVE,KANSAS CITY, MO 64109",Key Coalition,"2735 BROOKLYN AVE,KANSAS CITY, MO 64109,(39.075864, -94.557168),geocode,(39.0759548, -94.5568617)",39.0759548,-94.5568617,2013,39.075864,-94.557168,90,"{2007: 'jF6Wip4kXOGf14p1KLZmeg', 2011: 's5BwAhlDlBtmmUyD5illXA', 2014: 'NNo7LeiJV5PKJSCVMijmOg', 2019: 'fmUl664zVuXaA4fmfkgJlg', 2021: '5uXAIQVT_UngkjP_AX88Eg'}"
939,Residential Improved,Disposed,"4037 GARFIELD AVE,KANSAS CITY, MO 64128",Ivanhoe Southeast,"4037 GARFIELD AVE,KANSAS CITY, MO 64128,(39.052534, -94.559599),geocode,(39.0525068, -94.55923899999999)",39.0525068,-94.559239,2018,39.052534,-94.559599,90,"{2007: 'coGa27zcjVKQL9o5lKE_JA', 2011: '4tW1BNtcfBRQBac5sHVl1w', 2019: 'diaqLtAynXtHNjZ33YjOKA'}"
940,Residential Improved,Disposed,"2012 E 59TH ST,KANSAS CITY, MO 64130",Blue Hills,"2012 E 59TH ST,KANSAS CITY, MO 64130,(39.019515, -94.561991),geocode,(39.0197303, -94.5619389)",39.0197303,-94.5619389,2013,39.019515,-94.561991,0,"{2007: 'P75Nj9knMTH9qHmZn2l8Pg', 2011: 'wUHYZwyma85EMpV6hVfj0g', 2014: '8wfuA84Gjhi03iwLpfJIIA', 2018: 'Kh_ytnFb36YWTcSuLU4tAA', 2019: 'hEyNpzxsndhirHAXsM0RPg', 2021: '1SvkI9-S5GrsFPog7V_pPA'}"
941,Residential Improved,Disposed,"1605 DRURY AVE,Kansas City, MO 64127",West Blue Valley,"1605 DRURY AVE,Kansas City, MO 64127,(39.092489, -94.518284),geocode,(39.0925276, -94.51803269999999)",39.0925276,-94.5180327,2015,39.092489,-94.518284,90,"{2008: 'JAJXBI67mUpcz91rVRhmHQ', 2011: 'UAfLbx1o9qKpgj7knljyUg', 2014: 'dJi95ncL616Aq6hLf7iU2Q', 2019: 'WNp74TojyqIoP5xX22lvGA'}"
942,Residential Improved,Disposed,"3112 E 72nd St,KANSAS CITY, MO 64132.0",Noble And Gregory Ridge,"3112 E 72nd St,KANSAS CITY, MO 64132.0,(38.995908, -94.55042),geocode,(38.9961514, -94.55045539999999)",38.9961514,-94.5504554,2017,38.995908,-94.55042,180,"{2007: 'FmKSFzK-7uPtOTx_ZEZ9kA', 2011: '_FrGBtdGZ-mVUtf52DJISA', 2019: '8ee0D3XiTaAZdIg7lxJgLQ'}"
943,Residential Improved,Disposed,"2244 E 69TH TER,Kansas City, MO 64132",Blenheim Square Research Hospital,"2244 E 69TH TER,Kansas City, MO 64132,(39.000855, -94.559437),geocode,(39.0010871, -94.5594405)",39.0010871,-94.5594405,2014,39.000855,-94.559437,180,"{2011: 'R8RVMFMNroKEAiwxnsrgzQ', 2019: 'I14BnhKB1LShqkK-AvcpAw'}"
944,Residential Improved,Disposed,"3305 E 59TH ST,KANSAS CITY, MO 64130",South Town Fork Creek,"3305 E 59TH ST,KANSAS CITY, MO 64130,(39.018994, -94.547197),geocode,(39.0187962, -94.5473129)",39.0187962,-94.5473129,2013,39.018994,-94.547197,180,"{2007: 'X00RwRVYfE-6s9F4pWjxGw', 2011: 'kwpTCZYnGlQJbTvBzXNbPw', 2018: 'vSThxmaC8BVY_IvGnqJeOQ', 2019: 'wlcucXxj8pDWXD9tmAoGKA', 2021: 'gRCZWjgZIJujaKG8X40_0A'}"
945,Residential Improved,Disposed,"6734 MONROE AVE,KANSAS CITY, MO 64125",Self Help Neighborhood Council,"6734 MONROE AVE,KANSAS CITY, MO 64125,(39.003467, -94.543827),geocode,(39.0034851, -94.5440599)",39.0034851,-94.5440599,2018,39.003467,-94.543827,90,"{2007: '0O9eaCfVkgPhCS2AhnTdXw', 2011: 'BlBN5N0AGZGbaeN1Ft8c_g', 2019: 'k4VCDIWncsMchGKNbCyE5g', 2021: 'V0HicV0JT_Y1KKwo4ElZBw'}"
946,Residential Improved,Disposed,"3418  ASKEW AVE,Kansas City, MO 64128",Palestine West And Oak Park Northeast,"3418  ASKEW AVE,Kansas City, MO 64128,(39.063466, -94.541717),geocode,(39.0634541, -94.5420357)",39.0634541,-94.5420357,2014,39.063466,-94.541717,90,"{2007: 'XtKNRyJIVeaXtI4VDxs7hg', 2011: 'Um7yBdAj8_8dc38oYx5cbQ', 2014: 'uZwNswDmW_mqXtuLoMAnbA', 2019: '5fYNQWyVf5PxuEfCvenTug'}"
947,Residential Improved,Disposed,"2809 VAN BRUNT BLVD,KANSAS CITY, MO 64128",South Blue Valley,"2809 VAN BRUNT BLVD,KANSAS CITY, MO 64128,(39.074096, -94.520365),geocode,(39.0740937, -94.5200862)",39.0740937,-94.5200862,2016,39.074096,-94.520365,90,"{2008: 'FkL4Xs2FL6alM9jy2hdbOA', 2011: 'a4n1MvqsThM2hWV7OfOthA', 2014: 'OnwAck4Slnnleg39lfFV3g', 2019: 'zYC4nv9wuSX3KNlPMohI6g'}"
948,Residential Improved,Disposed,"5732 Wabash Ave,Kansas City, MO 64130",Blue Hills,"5732 Wabash Ave,Kansas City, MO 64130,(39.021729, -94.556652),geocode,(39.0218371, -94.556902)",39.0218371,-94.556902,2013,39.021729,-94.556652,90,"{2007: 'VI6c7_KDoGzEqj5GVY5pnA', 2011: 'Ah2oq-3V-YUI8QXE4r1I3A', 2014: 'wS8FiAPuNx47CuY9srb_LQ', 2019: 'p0IdZZWtwOxWwyhH0cGMGA'}"
949,Residential Improved,Disposed,"3242 Lockridge St,Kansas City, MO 64128",Santa Fe,"3242 Lockridge St,Kansas City, MO 64128,(39.07567, -94.543966),geocode,(39.0759258, -94.5440498)",39.0759258,-94.5440498,2013,39.07567,-94.543966,180,"{2007: 'CPqDrtZNTIqXaLDxYGvcTQ', 2011: 'NlOr1TNBGmEoukgXSSMqLw', 2014: '191tVQiCdGJCliRgzkkKBw', 2019: '6Rfz6ftyxeNaHIIGtOFh2w'}"
950,Residential Improved,Disposed,"2038 QUINCY AVE,Kansas City, MO 64127",East Community Team North,"2038 QUINCY AVE,Kansas City, MO 64127,(39.085599, -94.523264),geocode,(39.0856159, -94.5235002)",39.0856159,-94.5235002,2015,39.085599,-94.523264,90,"{2008: 'a_B3tP3ew1L_vXvj64HnLw', 2011: 'rIQrHeffehK9kKPCbZT4sA', 2014: 'yxfvafOgtiGZTYbCGm9Ysg', 2019: 'fRfdioAl3-p_xK2u8kyOAg'}"
951,Residential Improved,Disposed,"2216 QUINCY AVE,KANSAS CITY, MO 64127",East Community Team North,"2216 QUINCY AVE,KANSAS CITY, MO 64127,(39.084502, -94.523298),geocode,(39.0845397, -94.52351259999999)",39.0845397,-94.5235126,2013,39.084502,-94.523298,90,"{2008: 'vO84gBXDI3FkkDIg3D6IWA', 2011: 'BjOKzu3MxArRhHQqkoJ5vQ', 2014: 'kEfPAPhLWX6xqc_9i0JMtQ', 2019: 'HBwKvtCJzSvLBvpfDrz6hg'}"
952,Residential Improved,Disposed,"2640 SPRUCE AVE,KANSAS CITY, MO 64127",East Community Team South,"2640 SPRUCE AVE,KANSAS CITY, MO 64127,(39.076823, -94.53301),geocode,(39.0767415, -94.53324479999999)",39.0767415,-94.5332448,2013,39.076823,-94.53301,90,"{2007: 'OOjIH6bwAEBLrdsDY4k8GQ', 2011: 'S3J9DSc58HZdCuTnmOtFcg', 2013: 'gGRMl1RpsV1GzNF1f9prrA', 2014: 'la4x-WU7EMeqdZ0NhZHFXA', 2019: '0u61TT0xk2htAmwIq2cn8Q'}"
953,Residential Improved,Disposed,"335 Bales Ave,Kansas City, MO 64124",Scarritt Point,"335 Bales Ave,Kansas City, MO 64124,(39.109742, -94.540293),geocode,(39.1097143, -94.5401626)",39.1097143,-94.5401626,2013,39.109742,-94.540293,90,"{2007: 'Ep6iQoDGrudVJ7jAkFNSTw', 2011: '52WKMKAGetPnT5uTb3RbWQ', 2014: 'S5tS2ZbIa-sIVi-GCnVBUQ', 2019: 'OsTuu1W19QLwOvFYzV7RRg'}"
954,Residential Improved,Disposed,"3415 Cleveland,Kansas City, MO 64128",Palestine East,"3415 Cleveland,Kansas City, MO 64128,(39.063265, -94.539338),geocode,(39.06324499999999, -94.5390549)",39.063245,-94.5390549,2015,39.063265,-94.539338,90,"{2007: '4AzNSHtAgPjujR6VifRNjA', 2011: 'B4mHUCgJbyObLahb-sYqvQ', 2014: 'cMKAie_0d3cRAr1nYq319A', 2016: '_-luTccMZEQLId7VrGXOWw', 2019: 'T4xAac51lclieagaveH6BA'}"
955,Residential Improved,Reserved,"5821 PARK AVE,KANSAS CITY, MO 64130",Blue Hills,"5821 PARK AVE,KANSAS CITY, MO 64130,(39.020354, -94.559067),geocode,(39.0203829, -94.55875549999999)",39.0203829,-94.5587555,2013,39.020354,-94.559067,90,"{2007: 'SdYY9MbC1oPUh1cm6yY39A', 2011: 'QDRm0stz_kLcJBpuiJTjsQ', 2014: 'oWoMEbuW4-Y_zIJ9lxS63Q', 2019: 'pP9L-sohPySVnZWrd-3mww'}"
956,Residential Improved,Disposed,"4715 E 44TH TER,KANSAS CITY, MO 64130",Vineyard,"4715 E 44TH TER,KANSAS CITY, MO 64130,(39.044641, -94.529235),geocode,(39.04449169999999, -94.5292274)",39.0444917,-94.5292274,2013,39.044641,-94.529235,0,"{2007: 'wCOhJO6ft_-0csTsf_aK1w', 2011: '8La1H7ea_58dSaHLbjDztQ', 2014: 'QXhrnB7xfNrWyBXb1XQ9_w', 2019: 'd6NLg-BwEIB4qmoUyykGfA'}"
957,Residential Improved,Reserved,"3014  POPLAR AVE,Kansas City, MO 64128",Knoches Park,"3014  POPLAR AVE,Kansas City, MO 64128,(39.0702, -94.526752),geocode,(39.0702937, -94.52697219999999)",39.0702937,-94.5269722,2014,39.0702,-94.526752,90,"{2011: 'G0IfaopSBtedYiClNfDq9Q', 2019: 'Kqacf9UCKlVf5ZYPG35zMA'}"
958,Residential Improved,Disposed,"2314  ELMWOOD AVE,Kansas City, MO 64127",East Community Team South,"2314  ELMWOOD AVE,Kansas City, MO 64127,(39.082839, -94.529592),geocode,(39.0829754, -94.5298315)",39.0829754,-94.5298315,2014,39.082839,-94.529592,90,"{2007: '8LvWmGFmeZc5Xj6O2yNC9A', 2011: 'tX7jTayZ_xWyUB2aM1LgHg', 2014: '-O6UyRXumT0yg2T5b3nDmA', 2019: '2tBP3l_qK-mAEKqjtnu7uw', 2021: 'owQ1fXSshlCnIonUjMseSA'}"
959,Residential Improved,Disposed,"2730 Brighton Ave,Kansas City, MO 64128",East Community Team South,"2730 Brighton Ave,Kansas City, MO 64128,(39.07502, -94.525035),geocode,(39.075111, -94.52528079999999)",39.075111,-94.5252808,2013,39.07502,-94.525035,90,"{2008: 'DvizIOlMGnwoWE7kbMQCIg', 2011: 'II1_jIrHdHFNq8O6xmghxA', 2014: 'VI9Tu-tD0hct5KL7PGjVcA', 2019: 'OG-_qARkAsZOhMeecEjj4w'}"
960,Residential Improved,Disposed,"10917  MCKINLEY ST,Kansas City, MO 64134",Ruskin Hills,"10917  MCKINLEY ST,Kansas City, MO 64134,(38.925156, -94.488969),geocode,(38.925127, -94.488688)",38.925127,-94.488688,2014,38.925156,-94.488969,90,"{2008: 'N6RwpDRtFqBBoT_73lRxtA', 2012: 'zn6sDp9uUgYeWBcdpzL1Ig', 2014: 'NgylKmvsOdmoP-9V65cpJw', 2019: 'gJOE-lY2h2Da8ToVRDec6Q'}"
961,Residential Improved,Disposed,"1910 E 50TH ST,Kansas City, MO 64130.0",Blue Hills,"1910 E 50TH ST,Kansas City, MO 64130.0,(39.035894, -94.562582),geocode,(39.0360494, -94.56246689999999)",39.0360494,-94.5624669,2015,39.035894,-94.562582,0,"{2007: 'IFKFBS1UMUzF3g9xoTlPEg', 2011: 'Bd1t3YpzGZTIwLNmRpAI2w', 2014: 'uLOjQ2rp19Cg7lZdnoIWgA', 2019: 'rrxK8teQttZ6U5MyQS120w'}"
962,Residential Improved,Disposed,"4314 BROOKLYN AVE UNIT 1,Kansas City, MO 64130",Ivanhoe Southeast,"4314 BROOKLYN AVE UNIT 1,Kansas City, MO 64130,(39.04786, -94.558639),geocode,(39.0478472, -94.5589167)",39.0478472,-94.5589167,2015,39.04786,-94.558639,90,"{2007: 'FfyGSA2iJ4I1-PlbVsyIaQ', 2011: '4ufjr9Mvx_F4Z5wUR-CE1g', 2019: 'WFr1WlJk-zelJxbzjN2Svg'}"
